file_id,speaker_id,emotion,label,wav_path,checkpoint,method,dims,x,y
0011_000378,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000378.wav,epoch_00025.pth,pca,2,2.7779093451523016,2.9153751281415667
0011_000381,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000381.wav,epoch_00025.pth,pca,2,1.99244649511798,2.4624669849673597
0011_000382,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000382.wav,epoch_00025.pth,pca,2,2.7640358132148086,3.373731926108161
0011_000384,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000384.wav,epoch_00025.pth,pca,2,2.0648315124828858,2.6479546196504056
0011_000385,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000385.wav,epoch_00025.pth,pca,2,2.3048061770087283,1.8404856287258227
0011_000386,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000386.wav,epoch_00025.pth,pca,2,2.2459827612596475,3.026899644575066
0011_000387,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000387.wav,epoch_00025.pth,pca,2,1.9012999203407102,2.382043709837028
0011_000388,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000388.wav,epoch_00025.pth,pca,2,2.303723511514073,2.8398389907554935
0011_000389,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000389.wav,epoch_00025.pth,pca,2,2.1039254670734264,1.8736142597424543
0011_000390,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000390.wav,epoch_00025.pth,pca,2,2.6161742679309765,2.06746691556867
0011_000391,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000391.wav,epoch_00025.pth,pca,2,1.7225021799301519,2.094707726068604
0011_000392,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000392.wav,epoch_00025.pth,pca,2,1.9346533161189052,2.0083708890774665
0011_000393,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000393.wav,epoch_00025.pth,pca,2,1.7187139038940167,3.1759935052510047
0011_000394,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000394.wav,epoch_00025.pth,pca,2,2.1070321991631373,1.9371425691775537
0011_000395,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000395.wav,epoch_00025.pth,pca,2,2.722177191098761,2.1939951822580768
0011_000396,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000396.wav,epoch_00025.pth,pca,2,2.254185120868595,2.748786900630963
0011_000397,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000397.wav,epoch_00025.pth,pca,2,2.3707844503988,2.0842330739063257
0011_000398,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000398.wav,epoch_00025.pth,pca,2,2.7564853740262647,3.0461679220626956
0011_000399,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000399.wav,epoch_00025.pth,pca,2,2.4936703705771226,1.4025203567319215
0011_000400,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000400.wav,epoch_00025.pth,pca,2,2.2976170917195446,2.6623404548809546
0011_000401,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000401.wav,epoch_00025.pth,pca,2,2.119641986335876,2.1583637027980904
0011_000402,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000402.wav,epoch_00025.pth,pca,2,2.6346223101184783,2.273182555202507
0011_000403,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000403.wav,epoch_00025.pth,pca,2,2.9209958955000768,2.989476452160528
0011_000404,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000404.wav,epoch_00025.pth,pca,2,3.518929741439156,4.422904516415781
0011_000405,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000405.wav,epoch_00025.pth,pca,2,2.673139397922528,3.3009123677878462
0011_000406,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000406.wav,epoch_00025.pth,pca,2,2.3530576964842735,2.2976448271291527
0011_000407,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000407.wav,epoch_00025.pth,pca,2,2.021800278694559,2.8603408223618274
0011_000408,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000408.wav,epoch_00025.pth,pca,2,2.6686691732411103,2.297329385901422
0011_000409,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000409.wav,epoch_00025.pth,pca,2,2.912243586211706,3.203676762404685
0011_000410,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000410.wav,epoch_00025.pth,pca,2,2.8787899723758947,2.592867752931672
0011_000411,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000411.wav,epoch_00025.pth,pca,2,2.9035300356011486,3.1727393814897185
0011_000412,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000412.wav,epoch_00025.pth,pca,2,2.0221288483782462,3.649451571481685
0011_000413,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000413.wav,epoch_00025.pth,pca,2,3.0691652567221013,2.4280941060568284
0011_000414,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000414.wav,epoch_00025.pth,pca,2,2.825514683502504,3.175939736385714
0011_000415,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000415.wav,epoch_00025.pth,pca,2,3.0027745539268493,2.813305069645333
0011_000416,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000416.wav,epoch_00025.pth,pca,2,2.481338488215989,4.922846560367985
0011_000417,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000417.wav,epoch_00025.pth,pca,2,2.3839045262830947,2.642188035126671
0011_000418,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000418.wav,epoch_00025.pth,pca,2,2.070650379817808,2.756025843694196
0011_000419,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000419.wav,epoch_00025.pth,pca,2,2.601860117521937,2.843137942385305
0011_000420,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000420.wav,epoch_00025.pth,pca,2,2.924074066850225,1.7821154935478
0011_000421,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000421.wav,epoch_00025.pth,pca,2,3.1781679801667404,3.5372056441857
0011_000422,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000422.wav,epoch_00025.pth,pca,2,2.4307258257976034,2.0399650512413268
0011_000423,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000423.wav,epoch_00025.pth,pca,2,2.696511399202278,0.8949857309348357
0011_000424,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000424.wav,epoch_00025.pth,pca,2,2.711462723079064,1.6485687315198572
0011_000425,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000425.wav,epoch_00025.pth,pca,2,2.896621961617942,2.547687427692817
0011_000426,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000426.wav,epoch_00025.pth,pca,2,3.2267029929277515,2.651680837387781
0011_000427,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000427.wav,epoch_00025.pth,pca,2,3.4388439350467452,2.092904374467082
0011_000428,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000428.wav,epoch_00025.pth,pca,2,2.0802002884334168,3.3797623748979118
0011_000429,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000429.wav,epoch_00025.pth,pca,2,2.6314496080832894,2.5639752349046026
0011_000430,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000430.wav,epoch_00025.pth,pca,2,2.3270237438173758,3.13503726113988
0011_000431,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000431.wav,epoch_00025.pth,pca,2,2.8562219089018894,1.7530746132822066
0011_000432,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000432.wav,epoch_00025.pth,pca,2,2.4613223254308716,2.217857877006911
0011_000433,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000433.wav,epoch_00025.pth,pca,2,3.582613015994164,1.9704509584084056
0011_000434,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000434.wav,epoch_00025.pth,pca,2,2.7869353817840503,2.831874759024903
0011_000435,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000435.wav,epoch_00025.pth,pca,2,3.159152834206637,2.9602177130065237
0011_000436,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000436.wav,epoch_00025.pth,pca,2,2.81594655718368,2.8453818652335188
0011_000437,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000437.wav,epoch_00025.pth,pca,2,3.466815494302459,2.83627243580946
0011_000438,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000438.wav,epoch_00025.pth,pca,2,2.748310756890541,3.2191107739238625
0011_000439,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000439.wav,epoch_00025.pth,pca,2,2.9423132749567853,3.3466499621252526
0011_000440,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000440.wav,epoch_00025.pth,pca,2,2.996304862600997,2.8884713592217452
0011_000441,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000441.wav,epoch_00025.pth,pca,2,3.843153506352605,3.9754140203965243
0011_000442,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000442.wav,epoch_00025.pth,pca,2,3.2285154902158304,4.78838652398374
0011_000443,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000443.wav,epoch_00025.pth,pca,2,2.6258652970747463,3.0267854391394877
0011_000444,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000444.wav,epoch_00025.pth,pca,2,3.053273477829311,3.0363628081130702
0011_000445,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000445.wav,epoch_00025.pth,pca,2,3.0129421807542576,3.2045844676024786
0011_000446,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000446.wav,epoch_00025.pth,pca,2,1.6471681531175435,2.2692649779727527
0011_000447,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000447.wav,epoch_00025.pth,pca,2,3.104166705039476,3.175550391367333
0011_000448,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000448.wav,epoch_00025.pth,pca,2,1.8253557904841278,2.6394614235911456
0011_000449,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000449.wav,epoch_00025.pth,pca,2,2.3658902888518756,2.5611043048577535
0011_000450,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000450.wav,epoch_00025.pth,pca,2,2.883397734290693,2.615690709814944
0011_000451,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000451.wav,epoch_00025.pth,pca,2,4.227934105947317,4.140101439638382
0011_000452,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000452.wav,epoch_00025.pth,pca,2,2.7577220491957775,3.4812713803975455
0011_000453,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000453.wav,epoch_00025.pth,pca,2,2.698145369706376,2.911462086328441
0011_000454,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000454.wav,epoch_00025.pth,pca,2,2.9236748464578777,3.4314716982278965
0011_000455,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000455.wav,epoch_00025.pth,pca,2,2.820886657264359,2.9286138227998455
0011_000456,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000456.wav,epoch_00025.pth,pca,2,2.7640778596359414,1.6529540682032642
0011_000457,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000457.wav,epoch_00025.pth,pca,2,2.680732646794228,2.6193947960023927
0011_000458,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000458.wav,epoch_00025.pth,pca,2,2.5589288138896644,1.4036915393452076
0011_000459,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000459.wav,epoch_00025.pth,pca,2,2.9953721774079765,4.152299697831367
0011_000460,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000460.wav,epoch_00025.pth,pca,2,2.8957588510190715,1.9503514815060385
0011_000461,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000461.wav,epoch_00025.pth,pca,2,3.158159374977078,1.5986792557971947
0011_000462,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000462.wav,epoch_00025.pth,pca,2,2.981085900068472,3.8295401667524644
0011_000463,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000463.wav,epoch_00025.pth,pca,2,3.815457139555373,2.1251795509021947
0011_000464,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000464.wav,epoch_00025.pth,pca,2,3.2810460732520883,2.706143200337352
0011_000465,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000465.wav,epoch_00025.pth,pca,2,2.6056481164685006,2.84817613456276
0011_000466,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000466.wav,epoch_00025.pth,pca,2,3.346068519578488,2.9621998729512575
0011_000467,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000467.wav,epoch_00025.pth,pca,2,3.1652526817922273,3.8326626532284362
0011_000468,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000468.wav,epoch_00025.pth,pca,2,3.4596322922777745,2.8240458426943316
0011_000469,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000469.wav,epoch_00025.pth,pca,2,4.158251972659926,2.930191982719463
0011_000470,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000470.wav,epoch_00025.pth,pca,2,3.3758664842017176,2.599510754043794
0011_000471,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000471.wav,epoch_00025.pth,pca,2,3.193262602950369,3.1130586891135796
0011_000472,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000472.wav,epoch_00025.pth,pca,2,3.5111001395744275,2.1416132260139413
0011_000473,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000473.wav,epoch_00025.pth,pca,2,3.1100105600166636,2.249981808076473
0011_000474,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000474.wav,epoch_00025.pth,pca,2,3.0262861714168556,3.9271851380272658
0011_000475,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000475.wav,epoch_00025.pth,pca,2,3.0715677086342565,2.931987924474988
0011_000476,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000476.wav,epoch_00025.pth,pca,2,3.1016047287351967,3.082695529881414
0011_000477,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000477.wav,epoch_00025.pth,pca,2,2.8148595981259463,2.3629974021357807
0011_000478,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000478.wav,epoch_00025.pth,pca,2,3.3572055141938955,3.895102717788484
0011_000479,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000479.wav,epoch_00025.pth,pca,2,3.367835533520535,2.67592832393936
0011_000480,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000480.wav,epoch_00025.pth,pca,2,3.037684396238189,3.4590211914516718
0011_000481,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000481.wav,epoch_00025.pth,pca,2,3.0725765496497166,2.3544779211794142
0011_000482,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000482.wav,epoch_00025.pth,pca,2,2.7568677561556028,1.9978865352879012
0011_000483,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000483.wav,epoch_00025.pth,pca,2,3.396678250066493,1.980782192488916
0011_000484,11,Angry,0,/home/bashar/Study/PhD/Semester_3/Projects/StarGANv2VC/StarGANv2-VC/Data/ESD_DATA_24KHz/0011/Angry/0011_000484.wav,epoch_00025.pth,pca,2,3.332691223974514,2.246518846713513
